Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
RCUS,"Arcus Biosciences, Inc.",15.44,$656.98M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/rcus
ARD,Ardagh Group S.A.,18.68,$4.41B,2017,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/ard
ASC,Ardmore Shipping Corporation,7.6,$255.17M,2013,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/asc
AFC,Ares Capital Corporation,25.42,$203.36M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/afc
ACRE,Ares Commercial Real Estate Corporation,12.35,$353.2M,2012,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/acre
ARDC,"Ares Dynamic Credit Allocation Fund, Inc.",16.24,$372.92M,2012,n/a,n/a,https://www.nasdaq.com/symbol/ardc
ARES,Ares Management L.P.,21.4,$4.56B,2014,Finance,Investment Managers,https://www.nasdaq.com/symbol/ares
ARES^A,Ares Management L.P.,26.13,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ares^a
AGX,"Argan, Inc.",42.95,$667.82M,n/a,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/agx
ANET,"Arista Networks, Inc.",255.3,$18.86B,2014,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/anet
AI,Arlington Asset Investment Corp,11.04,$310.67M,n/a,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/ai
AI^B,Arlington Asset Investment Corp,24.8199,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ai^b
AIC,Arlington Asset Investment Corp,23.5,n/a,2015,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/aic
AIW,Arlington Asset Investment Corp,24.3,n/a,n/a,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/aiw
AHH,"Armada Hoffler Properties, Inc.",13.69,$617.42M,2013,Finance,Real Estate,https://www.nasdaq.com/symbol/ahh
ARR,"ARMOUR Residential REIT, Inc.",23.28,$974.91M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/arr
ARR^A,"ARMOUR Residential REIT, Inc.",25.28,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/arr^a
ARR^B,"ARMOUR Residential REIT, Inc.",24.77,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/arr^b
AFI,"Armstrong Flooring, Inc.",13.57,$349.44M,2016,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/afi
AWI,Armstrong World Industries Inc,56.3,$2.99B,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/awi
ARW,"Arrow Electronics, Inc.",77.02,$6.76B,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/arw
AJG,Arthur J. Gallagher & Co.,68.73,$12.51B,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/ajg
APAM,Artisan Partners Asset Management Inc.,33.3,$2.56B,2013,Finance,Investment Managers,https://www.nasdaq.com/symbol/apam
ASA,ASA Gold and Precious Metals Limited,10.42,$201M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asa
ABG,Asbury Automotive Group Inc,67.5,$1.41B,2002,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/abg
AHP,"Ashford Hospitality Prime, Inc.",9.72,$312.21M,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ahp
AHP^B,"Ashford Hospitality Prime, Inc.",19.27,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ahp^b
AHT,Ashford Hospitality Trust Inc,6.46,$629.07M,2003,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aht
AHT^D,Ashford Hospitality Trust Inc,25.21,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^d
AHT^F,Ashford Hospitality Trust Inc,23.26,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^f
AHT^G,Ashford Hospitality Trust Inc,23.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^g
AHT^H,Ashford Hospitality Trust Inc,23.28,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^h
AHT^I,Ashford Hospitality Trust Inc,23.39,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aht^i
ASH,Ashland Global Holdings Inc.,69.79,$4.34B,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/ash
APB,"Asia Pacific Fund, Inc. (The)",14.8,$153.09M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/apb
GRR,"Asia Tigers Fund, Inc. (The)",12.58,$43.61M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/grr
ASPN,"Aspen Aerogels, Inc.",4.27,$100.96M,2014,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/aspn
AHL,Aspen Insurance Holdings Limited,44.85,$2.67B,2003,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ahl
AHL^C,Aspen Insurance Holdings Limited,26.21,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ahl^c
AHL^D,Aspen Insurance Holdings Limited,24.73,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ahl^d
ASB,Associated Banc-Corp,24.85,$4.23B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/asb
ASB^C,Associated Banc-Corp,26.03,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asb^c
ASB^D,Associated Banc-Corp,24.97,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asb^d
AC,"Associated Capital Group, Inc.",37.45,$885.14M,2015,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ac
AIZ,"Assurant, Inc.",91.41,$4.8B,2004,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/aiz
AIZP,"Assurant, Inc.",104.15,n/a,n/a,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/aizp
AGO,Assured Guaranty Ltd.,36.2,$4.16B,2004,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/ago
AGO^B,Assured Guaranty Ltd.,25.91,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ago^b
AGO^E,Assured Guaranty Ltd.,25.3547,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ago^e
AGO^F,Assured Guaranty Ltd.,24.76,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ago^f
AZN,Astrazeneca PLC,34.97,$88.58B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/azn
HOME,At Home Group Inc.,32.04,$1.97B,2016,Consumer Services,Home Furnishings,https://www.nasdaq.com/symbol/home
T,AT&T Inc.,35.65,$231.55B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/t
TBB,AT&T Inc.,25.4,n/a,2017,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tbb
ATTO,Atento S.A.,7.8,$576.49M,2014,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/atto
ATH,Athene Holding Ltd.,47.81,$9.56B,2016,Finance,Life Insurance,https://www.nasdaq.com/symbol/ath
ATKR,Atkore International Group Inc.,19.85,$920.67M,2016,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/atkr
AT,Atlantic Power Corporation,2.1,$241.95M,n/a,Energy,Electric Utilities: Central,https://www.nasdaq.com/symbol/at
ATO,Atmos Energy Corporation,84.24,$9.35B,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/ato
AUO,AU Optronics Corp,4.57,$4.4B,2002,Technology,Semiconductors,https://www.nasdaq.com/symbol/auo
ATHM,Autohome Inc.,85.94,$10.15B,2013,Technology,EDP Services,https://www.nasdaq.com/symbol/athm
ALV,"Autoliv, Inc.",145.94,$12.71B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/alv
AN,"AutoNation, Inc.",46.78,$4.3B,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/an
AZO,"AutoZone, Inc.",648.69,$17.45B,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/azo
AVB,"AvalonBay Communities, Inc.",164.46,$22.71B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/avb
AGR,"Avangrid, Inc.",51.12,$15.8B,2015,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/agr
AVYA,Avaya Holdings Corp.,22.4,$2.46B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/avya
AVY,Avery Dennison Corporation,106.25,$9.36B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/avy
AVH,Avianca Holdings S.A.,8.47,$1.06B,2013,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/avh
AVA,Avista Corporation,51.25,$3.36B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ava
AVT,"Avnet, Inc.",41.76,$5.01B,n/a,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/avt
AVP,"Avon Products, Inc.",2.84,$1.25B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/avp
AVX,AVX Corporation,16.55,$2.79B,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/avx
AXTA,Axalta Coating Systems Ltd.,30.19,$7.4B,2014,Basic Industries,Paints/Coatings,https://www.nasdaq.com/symbol/axta
AXS,Axis Capital Holdings Limited,57.57,$4.79B,2003,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/axs
AXS^D,Axis Capital Holdings Limited,24.83,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/axs^d
AXS^E,Axis Capital Holdings Limited,24.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/axs^e
AZUL,Azul S.A.,34.75,$3.87B,2017,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/azul
AZRE,Azure Power Global Limited,13.25,$344.3M,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/azre
AZZ,AZZ Inc.,43.7,$1.13B,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/azz
BGS,"B&G Foods, Inc.",23.7,$1.58B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/bgs
BW,Babcock,4.37,$260.47M,2015,Capital Goods,Building Products,https://www.nasdaq.com/symbol/bw
BGH,Babson Global Short Duration High Yield Fund,18.66,$374.28M,2012,n/a,n/a,https://www.nasdaq.com/symbol/bgh
BMI,"Badger Meter, Inc.",47.15,$1.37B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/bmi
BHGE,"Baker Hughes, a GE company",27.77,$31.28B,2017,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/bhge
BBN,BalckRock Taxable Municipal Bond Trust,22.52,$1.29B,2010,n/a,n/a,https://www.nasdaq.com/symbol/bbn
BLL,Ball Corporation,39.71,$13.92B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/bll
BANC,"Banc of California, Inc.",19.3,$976.41M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/banc
BANC^C,"Banc of California, Inc.",25.745,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/banc^c
BANC^D,"Banc of California, Inc.",26.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/banc^d
BANC^E,"Banc of California, Inc.",25.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/banc^e
BBVA,Banco Bilbao Viscaya Argentaria S.A.,7.9,$52.68B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bbva
BBD,Banco Bradesco Sa,11.88,$72.29B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbd
BBDO,Banco Bradesco Sa,11.6648,$70.98B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbdo
BCH,Banco De Chile,100.58,$17.04B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bch
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",28.5,$1.12B,1992,Finance,Commercial Banks,https://www.nasdaq.com/symbol/blx
BSMX,"Banco Santander (M?xico), S.A., Instituci?n de Ban",7.17,$9.73B,2012,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsmx
BSBR,Banco Santander Brasil SA,12.02,$90.06B,2009,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsbr
BSAC,Banco Santander Chile,33.51,$15.79B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bsac
SAN,"Banco Santander, S.A.",6.55,$105.69B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/san
SAN^A,"Banco Santander, S.A.",25.91,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/san^a
SAN^B,"Banco Santander, S.A.",24.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/san^b
SAN^C,"Banco Santander, S.A.",26,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/san^c
SAN^I,"Banco Santander, S.A.",25.55,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/san^i
CIB,BanColombia S.A.,42.02,$10.1B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/cib
BXS,BancorpSouth Bank,31.8,$2.87B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bxs
BAC,Bank of America Corporation,29.99,$306.62B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac
BAC.WS.A,Bank of America Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac.ws.a
BAC.WS.B,Bank of America Corporation,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac.ws.b
BAC^A,Bank of America Corporation,25.95,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^a
BAC^C,Bank of America Corporation,26.02,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^c
BAC^D,Bank of America Corporation,25.49,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^d
BAC^E,Bank of America Corporation,23.53,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^e
BAC^I,Bank of America Corporation,25.73,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^i
BAC^L,Bank of America Corporation,1289.45,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bac^l
BAC^W,Bank of America Corporation,26.21,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac^w
BAC^Y,Bank of America Corporation,26.4,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bac^y
BML^G,Bank of America Corporation,22.24,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^g
BML^H,Bank of America Corporation,22.07,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^h
BML^I,Bank of America Corporation,25.56,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^i
BML^J,Bank of America Corporation,23.91,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^j
BML^L,Bank of America Corporation,23.49,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bml^l
BOH,Bank of Hawaii Corporation,83.1,$3.53B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/boh
BMO,Bank Of Montreal,75.57,$48.78B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bmo
NTB,Bank of N.T. Butterfield & Son Limited (The),44.88,$2.45B,2016,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ntb
BK,Bank Of New York Mellon Corporation (The),51.53,$51.92B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bk
BK^C,Bank Of New York Mellon Corporation (The),25.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bk^c
BNS,Bank of Nova Scotia (The),61.7,$73.92B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bns
BKU,"BankUnited, Inc.",39.98,$4.24B,2011,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bku
BCS,Barclays PLC,11.82,$50.43B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bcs
BCS^D,Barclays PLC,26.33,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bcs^d
MCI,Barings Corporate Investors,15.1,$301.09M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mci
MPV,Barings Participation Investors,14.7,$153.73M,1988,Consumer Services,Miscellaneous,https://www.nasdaq.com/symbol/mpv
BNED,"Barnes & Noble Education, Inc",6.89,$323.24M,2015,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/bned
BKS,"Barnes & Noble, Inc.",4.95,$360.33M,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/bks
B,"Barnes Group, Inc.",59.89,$3.18B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/b
ABX,Barrick Gold Corporation,12.45,$14.52B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/abx
BAS,"Basic Energy Services, Inc.",14.44,$381.45M,2005,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/bas
BAX,Baxter International Inc.,65.04,$34.98B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bax
BTE,Baytex Energy Corp,2.74,$645.14M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bte
BBT,BB&T Corporation,52.04,$40.45B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bbt
BBT^D,BB&T Corporation,25.39,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^d
BBT^E,BB&T Corporation,25.13,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^e
BBT^F,BB&T Corporation,24.98,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^f
BBT^G,BB&T Corporation,25,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^g
BBT^H,BB&T Corporation,26.61,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bbt^h
BFR,BBVA Banco Frances S.A.,22.81,$4.66B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bfr
BBX,BBX Capital Corporation,9.21,$955.02M,2017,Finance,Real Estate,https://www.nasdaq.com/symbol/bbx
BCE,"BCE, Inc.",43.04,$38.78B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/bce
BZH,"Beazer Homes USA, Inc.",15.95,$536.21M,1994,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/bzh
BDX,"Becton, Dickinson and Company",216.7,$57.69B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bdx
BDXA,"Becton, Dickinson and Company",58.43,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/bdxa
BDC,Belden Inc,68.94,$2.89B,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/bdc
BDC^B,Belden Inc,93.2766,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bdc^b
BXE,Bellatrix Exploration Ltd,1.08,$53.33M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bxe
BEL,Belmond Ltd.,11.15,$1.14B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/bel
BMS,"Bemis Company, Inc.",43.52,$4B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/bms
BHE,"Benchmark Electronics, Inc.",29.85,$1.45B,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/bhe
BRK.A,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/brk.a
BRK.B,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/brk.b
BHLB,"Berkshire Hills Bancorp, Inc.",37.95,$1.72B,n/a,Finance,Banks,https://www.nasdaq.com/symbol/bhlb
BERY,"Berry Global Group, Inc.",54.81,$7.19B,2012,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/bery
BBY,"Best Buy Co., Inc.",69.99,$19.81B,n/a,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/bby
BSTI,BEST Inc.,10.3,$3.85B,2017,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/bsti
BGCA,"BGC Partners, Inc.",25.7,n/a,2012,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/bgca
BHP,BHP Billiton Limited,44.43,$118.26B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/bhp
BBL,BHP Billiton plc,39.73,$105.76B,n/a,Energy,Coal Mining,https://www.nasdaq.com/symbol/bbl
BIG,"Big Lots, Inc.",43.53,$1.83B,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/big
BH,Biglari Holdings Inc.,408.41,$844.43M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/bh
BHVN,Biohaven Pharmaceutical Holding Company Ltd.,25.76,$940.77M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/bhvn
BIO,"Bio-Rad Laboratories, Inc.",250.08,$7.44B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/bio
BIO.B,"Bio-Rad Laboratories, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bio.b
BITA,Bitauto Holdings Limited,21.15,$1.52B,2010,Technology,EDP Services,https://www.nasdaq.com/symbol/bita
BKH,Black Hills Corporation,54.3,$2.91B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/bkh
BKHU,Black Hills Corporation,60.2,n/a,2015,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/bkhu
BKI,"Black Knight, Inc.",47.1,$7.02B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bki
BSM,"Black Stone Minerals, L.P.",16.55,$3.3B,2015,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bsm
BB,BlackBerry Limited,11.5,$6.17B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/bb
BGIO,BlackRock 2022 Global Income Opportunity Trust,9.49,$199.46M,2017,n/a,n/a,https://www.nasdaq.com/symbol/bgio
BJZ,Blackrock California Municipal 2018 Term Trust,14.77,$95.02M,2001,n/a,n/a,https://www.nasdaq.com/symbol/bjz
BFZ,BlackRock California Municipal Income Trust,12.99,$414.42M,2001,n/a,n/a,https://www.nasdaq.com/symbol/bfz
CII,Blackrock Capital and Income Strategies Fund Inc,15.75,$694.91M,2004,n/a,n/a,https://www.nasdaq.com/symbol/cii
BHK,Blackrock Core Bond Trust,13.1,$706.55M,2001,n/a,n/a,https://www.nasdaq.com/symbol/bhk
HYT,"Blackrock Corporate High Yield Fund, Inc.",10.59,$1.34B,2003,n/a,n/a,https://www.nasdaq.com/symbol/hyt
BTZ,BlackRock Credit Allocation Income Trust,12.67,$1.36B,2006,n/a,n/a,https://www.nasdaq.com/symbol/btz
DSU,"Blackrock Debt Strategies Fund, Inc.",11.62,$714.62M,1998,n/a,n/a,https://www.nasdaq.com/symbol/dsu
BGR,BlackRock Energy and Resources Trust,13.22,$394.29M,2004,n/a,n/a,https://www.nasdaq.com/symbol/bgr
BDJ,Blackrock Enhanced Equity Dividend Trust,8.73,$1.64B,2005,n/a,n/a,https://www.nasdaq.com/symbol/bdj
EGF,"Blackrock Enhanced Government Fund, Inc",13.03,$84.63M,2005,n/a,n/a,https://www.nasdaq.com/symbol/egf
FRA,Blackrock Floating Rate Income Strategies Fund Inc,14.53,$540.99M,2003,n/a,n/a,https://www.nasdaq.com/symbol/fra
BFO,Blackrock Florida Municipal 2020 Term Trust,14.23,$79.15M,2003,n/a,n/a,https://www.nasdaq.com/symbol/bfo
BGT,Blackrock Global,13.98,$330.84M,2004,n/a,n/a,https://www.nasdaq.com/symbol/bgt
BOE,Blackrock Global,11.57,$797.31M,2005,n/a,n/a,https://www.nasdaq.com/symbol/boe
BME,Blackrock Health Sciences Trust,35,$315.16M,2005,n/a,n/a,https://www.nasdaq.com/symbol/bme
